Time,Probe_TempRaw,Probe_TempCal,Condraw,CondCal,SpCond,Salinity,TurbRaw,TurbCal,TurbManu,ChlRaw,ChlVolts,ChlCal,CDOMRaw,CDOMVolts,CDOMCal,CDOMChlEQ,ChlAdj,TempRaw,TempCal
05-09-2024 15:18:06,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,111,0.08942871093749999,0.23510000000000003,0,0.0,0.0,0.0,0.23510000000000003,375,376.0
